,News Media,Date,Tweets Ago,Compound,Positive,Neutral,Negative,Tweet
174,CBSNews,Tue Sep 11 15:30:43 +0000 2018,75,-0.3885,0.0,0.889,0.111,"NEVER FORGET: New York City held six moments of silence this morning; one for each plane that crashed in New York,… https://t.co/vIWRn81K5f"
175,CBSNews,Tue Sep 11 14:59:01 +0000 2018,76,0.0258,0.129,0.745,0.125,.@POTUS: America's future is not written by our enemies. America's future is written by our heroes. As long as this… https://t.co/D0iDQwJfG5
176,CBSNews,Tue Sep 11 14:57:59 +0000 2018,77,0.0,0.0,1.0,0.0,"""At 93 feet tall, the Tower of Voices is the first structure visitors see when they come to this now-sacred ground,… https://t.co/eSAgHL956s"
177,CBSNews,Tue Sep 11 14:48:38 +0000 2018,78,-0.7003,0.0,0.766,0.234,"""We grieve for [everyone] ... stolen from us at the Twin Towers, the Pentagon and here in this Pennsylvania field.… https://t.co/lNcmSSTqK6"
178,CBSNews,Tue Sep 11 14:43:56 +0000 2018,79,0.34,0.112,0.888,0.0,"WATCH: President Trump and First lady Melania Trump are in Shanksville, PA, where the president is giving remarks f… https://t.co/dk4R4gCCX2"
179,CBSNews,Tue Sep 11 14:19:41 +0000 2018,80,0.128,0.328,0.458,0.214,California's legal pot often fails safety tests https://t.co/ncwoM784kW https://t.co/28IHXC2SUv
180,CBSNews,Tue Sep 11 13:59:59 +0000 2018,81,0.0,0.0,1.0,0.0,"Donald Trump Jr. says the president's inner circle is getting ""much smaller"" in wake of Times op-ed… https://t.co/yl2FwtZGNx"
181,CBSNews,Tue Sep 11 13:59:10 +0000 2018,82,0.3412,0.103,0.897,0.0,".@VP Pence: ""The American people showed on that date and every day since, we will not be intimidated. Our spirits c… https://t.co/9geLw2AsG9"
182,CBSNews,Tue Sep 11 13:49:23 +0000 2018,83,-0.4404,0.0,0.861,0.139,"RT @CBSThisMorning: FROM THE ARCHIVES: Here's how @CBSNews covered the World Trade Center attacks on September 11, 2001: https://t.co/93s30…"
183,CBSNews,Tue Sep 11 13:48:46 +0000 2018,84,0.1695,0.077,0.923,0.0,"""We will never forget what took place in this place on that fateful morning,"" @VP Pence says at the Pentagon… https://t.co/4nohnxbasq"
184,CBSNews,Tue Sep 11 13:45:13 +0000 2018,85,0.4215,0.135,0.865,0.0,EYE OF THE STORM: A hurricane hunter flies inside Hurricane Florence to collect data and forecast the powerful stor… https://t.co/mxflfwIPGm
185,CBSNews,Tue Sep 11 13:43:27 +0000 2018,86,0.3252,0.1,0.9,0.0,"Secretary Mattis: ""We take solace in their deaths were not in vain for and in their passing they empowered us forev… https://t.co/ZT7byT2yDU"
186,CBSNews,Tue Sep 11 13:37:47 +0000 2018,87,0.128,0.073,0.927,0.0,Vice President Mike Pence and Secretary of Defense James Mattis are at the Pentagon to speak at a ceremony honoring… https://t.co/Sx2I9FWb7W
187,CBSNews,Tue Sep 11 13:29:54 +0000 2018,88,-0.7351,0.0,0.659,0.341,"Witnesses dispute Dallas cop's account in fatal shooting of neighbor, attorney says https://t.co/l6UYIq3pKU https://t.co/FZDtq4aDNy"
188,CBSNews,Tue Sep 11 13:14:36 +0000 2018,89,-0.5267,0.0,0.702,0.298,Georgia school reinstating paddling to punish students https://t.co/wAk1qPr7BP https://t.co/pPsW52dw9D
189,CBSNews,Tue Sep 11 13:00:32 +0000 2018,90,-0.6486,0.101,0.599,0.3,"Even tough people need help sometimes. That's why Sammy, who is battling cancer at just 5 years old, asked a group… https://t.co/SNaQBfJFF2"
190,CBSNews,Tue Sep 11 12:55:03 +0000 2018,91,0.0,0.0,1.0,0.0,"RT @CBSThisMorning: REMEMBERING 9/11: In this photo, Former President George W. Bush is briefed by his chief of staff Andrew Card of the at…"
191,CBSNews,Tue Sep 11 12:52:56 +0000 2018,92,-0.2732,0.0,0.913,0.087,"A reading of the names of each victim has begun in New York City, followed by a second moment of silence at 9:04 a.… https://t.co/hGwovLxwCp"
192,CBSNews,Tue Sep 11 12:48:44 +0000 2018,93,-0.5267,0.16,0.586,0.254,"Tuesday, September 11 marks the 17th anniversary of the landmark terror attack on the United States. A ceremony to… https://t.co/l10fZ5yhh5"
193,CBSNews,Tue Sep 11 12:39:53 +0000 2018,94,-0.6808,0.0,0.753,0.247,"FBI Director Christopher Wray: ""Terrorism today moves at the speed of social media"" https://t.co/1l6yh9pfyG https://t.co/m95UWpRz81"
194,CBSNews,Tue Sep 11 12:39:17 +0000 2018,95,-0.6808,0.0,0.796,0.204,"RT @CBSThisMorning: WATCH: @FBI Director Christopher Wray tells @NorahODonnell: ""Terrorism today moves at the speed of social media"" https:…"
195,CBSNews,Tue Sep 11 12:20:46 +0000 2018,96,0.4019,0.19,0.717,0.093,"RT @CBSThisMorning: ""One of the things I like to remind citizens is that citizens are the true first responders for any small emergency to…"
196,CBSNews,Tue Sep 11 12:19:49 +0000 2018,97,0.0,0.0,1.0,0.0,The Equifax data breach was a year ago -- what has D.C. done about it? https://t.co/TF7NAb8Xvc https://t.co/2d1lScfiRa
197,CBSNews,Tue Sep 11 12:02:04 +0000 2018,98,0.0,0.0,1.0,0.0,RT @CBSThisMorning: A moment of silence will be held at 8:46 a.m. ET on @CBS. #NeverForget #Sept11 https://t.co/bIxkEdb7ju
198,CBSNews,Tue Sep 11 12:00:21 +0000 2018,99,-0.4404,0.0,0.805,0.195,Today marks 17 years since the attacks of September 11. https://t.co/L9i8sIZb8D #NeverForget https://t.co/6Fk9ycp88p
199,CBSNews,Tue Sep 11 11:47:31 +0000 2018,100,0.4019,0.109,0.891,0.0,"RT @CBSThisMorning: Is there a different standard for women than men? 

""In my opinion right now, yes. And it probably always has been. I t…"
200,CNN,Wed Sep 12 02:46:05 +0000 2018,1,0.0,0.0,1.0,0.0,"As Hurricane Florence approaches, hundreds of horses and their humans have already traveled from around the world t… https://t.co/n6evxexZpB"
201,CNN,Wed Sep 12 02:44:32 +0000 2018,2,-0.0516,0.145,0.703,0.152,"RT @CNNTonight: Republican strategist @ananavarro: ""To consider anything that involves the death of 3,000 Americans an unsung success is fr…"
202,CNN,Wed Sep 12 02:36:58 +0000 2018,3,0.0,0.0,1.0,0.0,"RT @CuomoPrimeTime: “I’m going down with the ship if I have to,” pledges bar owner riding out #HurricaneFlorence, on North Carolina's vulne…"
203,CNN,Wed Sep 12 02:31:00 +0000 2018,4,-0.1779,0.0,0.914,0.086,"This horse-riding, gun-owning Democrat is shaking up the governor's race in Idaho, where she could become the count… https://t.co/2rusYUZy3N"
204,CNN,Wed Sep 12 02:21:03 +0000 2018,5,0.0,0.0,1.0,0.0,People in the path of Hurricane Florence are boarding up their homes and businesses and leaving behind messages for… https://t.co/YjEE4vv4L0
205,CNN,Wed Sep 12 02:16:47 +0000 2018,6,0.6808,0.259,0.741,0.0,What will the future look like? Chinese artist and photographer Chen Man explores what artificial intelligence mean… https://t.co/C2tx5U0b3y
206,CNN,Wed Sep 12 02:11:03 +0000 2018,7,0.2732,0.104,0.896,0.0,"Democratic Rep. Gerry Connolly on President Trump's latest Puerto Rico statement: ""God only knows what he would thi… https://t.co/jMLD3ipQSx"
207,CNN,Wed Sep 12 02:08:26 +0000 2018,8,0.0,0.0,1.0,0.0,Florence's deadly message | By Jill Filipovic via @CNNOpinion https://t.co/TfvFpERl0v https://t.co/b2pGhsF6oA
208,CNN,Wed Sep 12 02:06:08 +0000 2018,9,-0.3182,0.112,0.683,0.205,"US Ambassador to the United Nations Nikki Haley warned Russia and Iran of ""dire consequences"" if they continue airs… https://t.co/9ASVp7H6ig"
209,CNN,Wed Sep 12 02:01:14 +0000 2018,10,0.0,0.0,1.0,0.0,"Cardinal Donald Wuerl, the embattled archbishop of Washington, said he expects to meet soon with Pope Francis to di… https://t.co/bBZZG0bXdE"
210,CNN,Wed Sep 12 01:58:36 +0000 2018,11,0.0,0.0,1.0,0.0,"Bob Woodward’s new book, “Fear,"" is the latest in a string of books about President Trump that have provided a boos… https://t.co/MSgv34ml5y"
211,CNN,Wed Sep 12 01:48:57 +0000 2018,12,-0.7506,0.0,0.758,0.242,"RT @CuomoPrimeTime: “There would have been riots in the streets,"" if Trump's poor Hurricane Maria response had happened in the mainland US…"
212,CNN,Wed Sep 12 01:48:26 +0000 2018,13,-0.7579,0.0,0.667,0.333,Accusations of decades of child abuse at a Vermont orphanage lead to an investigation https://t.co/LzwQsmaTxC https://t.co/fTk5OLQLQn
213,CNN,Wed Sep 12 01:42:46 +0000 2018,14,0.1027,0.069,0.931,0.0,"Life expectancy continues to rise in Europe, reaching nearly 78 years, according to a WHO report -- but health offi… https://t.co/sGRVExiooG"
214,CNN,Wed Sep 12 01:39:24 +0000 2018,15,-0.2944,0.0,0.891,0.109,"RT @CuomoPrimeTime: There is’t a spot more vulnerable to hurricanes in the US, CNN Meteorologist @TomSater tells @ChrisCuomo, as Hurricane…"
215,CNN,Wed Sep 12 01:33:28 +0000 2018,16,0.0,0.0,1.0,0.0,"""Eastern North Carolina has a long history of riding out hurricanes. But people here are taking hurricane preparedn… https://t.co/HNWBt12i2I"
216,CNN,Wed Sep 12 01:23:20 +0000 2018,17,0.3182,0.103,0.897,0.0,The Dept. of Health and Human Services will keep open and expand a temporary tent facility in Texas for immigrant c… https://t.co/ynWGkhzsBU
217,CNN,Wed Sep 12 01:18:00 +0000 2018,18,0.0,0.0,1.0,0.0,These photos show people leaving North Carolina's Outer Banks ahead of Hurricane Florence. https://t.co/VF261eRUNK https://t.co/UUBbYfcRjL
218,CNN,Wed Sep 12 01:13:37 +0000 2018,19,-0.1779,0.103,0.728,0.169,"RT @AC360: Trump is taking a page from the Clinton White House by attacking Mueller and questioning his motives, says former Special Prosec…"
219,CNN,Wed Sep 12 01:11:37 +0000 2018,20,0.0772,0.067,0.933,0.0,More than 1 million people in coastal areas in North and South Carolina and Virginia faced mandatory evacuation ord… https://t.co/8TUTx10KJH
220,CNN,Wed Sep 12 02:46:05 +0000 2018,21,0.0,0.0,1.0,0.0,"As Hurricane Florence approaches, hundreds of horses and their humans have already traveled from around the world t… https://t.co/n6evxexZpB"
221,CNN,Wed Sep 12 02:44:32 +0000 2018,22,-0.0516,0.145,0.703,0.152,"RT @CNNTonight: Republican strategist @ananavarro: ""To consider anything that involves the death of 3,000 Americans an unsung success is fr…"
222,CNN,Wed Sep 12 02:36:58 +0000 2018,23,0.0,0.0,1.0,0.0,"RT @CuomoPrimeTime: “I’m going down with the ship if I have to,” pledges bar owner riding out #HurricaneFlorence, on North Carolina's vulne…"
223,CNN,Wed Sep 12 02:31:00 +0000 2018,24,-0.1779,0.0,0.914,0.086,"This horse-riding, gun-owning Democrat is shaking up the governor's race in Idaho, where she could become the count… https://t.co/2rusYUZy3N"
224,CNN,Wed Sep 12 02:21:03 +0000 2018,25,0.0,0.0,1.0,0.0,People in the path of Hurricane Florence are boarding up their homes and businesses and leaving behind messages for… https://t.co/YjEE4vv4L0
225,CNN,Wed Sep 12 02:16:47 +0000 2018,26,0.6808,0.259,0.741,0.0,What will the future look like? Chinese artist and photographer Chen Man explores what artificial intelligence mean… https://t.co/C2tx5U0b3y
226,CNN,Wed Sep 12 02:11:03 +0000 2018,27,0.2732,0.104,0.896,0.0,"Democratic Rep. Gerry Connolly on President Trump's latest Puerto Rico statement: ""God only knows what he would thi… https://t.co/jMLD3ipQSx"
227,CNN,Wed Sep 12 02:08:26 +0000 2018,28,0.0,0.0,1.0,0.0,Florence's deadly message | By Jill Filipovic via @CNNOpinion https://t.co/TfvFpERl0v https://t.co/b2pGhsF6oA
228,CNN,Wed Sep 12 02:06:08 +0000 2018,29,-0.3182,0.112,0.683,0.205,"US Ambassador to the United Nations Nikki Haley warned Russia and Iran of ""dire consequences"" if they continue airs… https://t.co/9ASVp7H6ig"
229,CNN,Wed Sep 12 02:01:14 +0000 2018,30,0.0,0.0,1.0,0.0,"Cardinal Donald Wuerl, the embattled archbishop of Washington, said he expects to meet soon with Pope Francis to di… https://t.co/bBZZG0bXdE"
230,CNN,Wed Sep 12 01:58:36 +0000 2018,31,0.0,0.0,1.0,0.0,"Bob Woodward’s new book, “Fear,"" is the latest in a string of books about President Trump that have provided a boos… https://t.co/MSgv34ml5y"
231,CNN,Wed Sep 12 01:48:57 +0000 2018,32,-0.7506,0.0,0.758,0.242,"RT @CuomoPrimeTime: “There would have been riots in the streets,"" if Trump's poor Hurricane Maria response had happened in the mainland US…"
232,CNN,Wed Sep 12 01:48:26 +0000 2018,33,-0.7579,0.0,0.667,0.333,Accusations of decades of child abuse at a Vermont orphanage lead to an investigation https://t.co/LzwQsmaTxC https://t.co/fTk5OLQLQn
233,CNN,Wed Sep 12 01:42:46 +0000 2018,34,0.1027,0.069,0.931,0.0,"Life expectancy continues to rise in Europe, reaching nearly 78 years, according to a WHO report -- but health offi… https://t.co/sGRVExiooG"
234,CNN,Wed Sep 12 01:39:24 +0000 2018,35,-0.2944,0.0,0.891,0.109,"RT @CuomoPrimeTime: There is’t a spot more vulnerable to hurricanes in the US, CNN Meteorologist @TomSater tells @ChrisCuomo, as Hurricane…"
235,CNN,Wed Sep 12 01:33:28 +0000 2018,36,0.0,0.0,1.0,0.0,"""Eastern North Carolina has a long history of riding out hurricanes. But people here are taking hurricane preparedn… https://t.co/HNWBt12i2I"
236,CNN,Wed Sep 12 01:23:20 +0000 2018,37,0.3182,0.103,0.897,0.0,The Dept. of Health and Human Services will keep open and expand a temporary tent facility in Texas for immigrant c… https://t.co/ynWGkhzsBU
237,CNN,Wed Sep 12 01:18:00 +0000 2018,38,0.0,0.0,1.0,0.0,These photos show people leaving North Carolina's Outer Banks ahead of Hurricane Florence. https://t.co/VF261eRUNK https://t.co/UUBbYfcRjL
238,CNN,Wed Sep 12 01:13:37 +0000 2018,39,-0.1779,0.103,0.728,0.169,"RT @AC360: Trump is taking a page from the Clinton White House by attacking Mueller and questioning his motives, says former Special Prosec…"
239,CNN,Wed Sep 12 01:11:37 +0000 2018,40,0.0772,0.067,0.933,0.0,More than 1 million people in coastal areas in North and South Carolina and Virginia faced mandatory evacuation ord… https://t.co/8TUTx10KJH
240,CNN,Wed Sep 12 01:03:40 +0000 2018,41,-0.4404,0.098,0.702,0.2,"RT @OutFrontCNN: This new 9/11 memorial features 40 wind chimes representing each victim who died September 11, 2001 on United Flight 93 ht…"
241,CNN,Wed Sep 12 01:02:44 +0000 2018,42,-0.1779,0.0,0.904,0.096,"Shoppers emptied shelves at this Walmart in Wilmington, North Carolina, as residents brace for Hurricane Florence… https://t.co/GTAcP65TFR"
242,CNN,Wed Sep 12 00:53:17 +0000 2018,43,0.0,0.0,1.0,0.0,FEMA says it delivered 8 million meals and bottles of water to the Carolinas and Virginia in preparation for Hurric… https://t.co/ctBgEykjCe
243,CNN,Wed Sep 12 00:51:08 +0000 2018,44,-0.296,0.0,0.891,0.109,"Tanzania's President has told women to stop using birth control because the country needs more people, according to… https://t.co/etLvYQ5mw3"
244,CNN,Wed Sep 12 00:45:43 +0000 2018,45,0.0,0.0,1.0,0.0,"Since the iPhone's launch in 2007, Apple has sold more than a billion phones. Here's a look at just how much money… https://t.co/nQ46V9bxgb"
245,CNN,Wed Sep 12 00:43:25 +0000 2018,46,0.0,0.0,1.0,0.0,"RT @OutFrontCNN: Stephen Miller's childhood rabbi, Neil Comess-Daniels, says his critique of one of the architects of Pres. Trump's immigra…"
246,CNN,Wed Sep 12 00:42:38 +0000 2018,47,-0.5859,0.0,0.826,0.174,An independent candidate in Virginia's 2nd District who was kicked off the ballot amid fraud allegations is appeali… https://t.co/IskIgCKg3k
247,CNN,Wed Sep 12 00:38:16 +0000 2018,48,0.3612,0.136,0.798,0.066,"Britain's Prince William is launching a website to improve mental health in workplaces, as a new study warns that r… https://t.co/kBea1dZD6Z"
248,CNN,Wed Sep 12 00:33:20 +0000 2018,49,0.0,0.0,1.0,0.0,RT @OutFrontCNN: White House senior adviser Stephen Miller's former childhood rabbi says he chose to speak out against family separations b…
249,CNN,Wed Sep 12 00:31:36 +0000 2018,50,-0.296,0.0,0.872,0.128,"For centuries, many in Africa have overcome financial exclusion through tontines, a peer-to-peer savings circle. No… https://t.co/0UzxISBdr3"
250,CNN,Wed Sep 12 00:29:23 +0000 2018,51,0.0,0.0,1.0,0.0,"RT @AC360: “We’re still going to be talking about this storm, Sunday, maybe Monday,"" says meteorologist @JenniferGrayCNN https://t.co/zf4hK…"
251,CNN,Wed Sep 12 00:20:27 +0000 2018,52,0.0,0.0,1.0,0.0,"The EPA is monitoring at least nine toxic sites in Hurricane Florence's projected path, an official tells CNN… https://t.co/qvmAvyfIA5"
252,CNN,Wed Sep 12 00:12:35 +0000 2018,53,0.0,0.0,1.0,0.0,These Georgia firefighters went to a local gym for a 110-story stair climb in remembrance of 9/11. They began at 8:… https://t.co/aTulxsqUUa
253,CNN,Wed Sep 12 00:03:09 +0000 2018,54,-0.25,0.0,0.913,0.087,"At exactly 8:46 a.m. every September 11, the moment when the first hijacked plane struck the Twin Towers in 2001, f… https://t.co/vUrOmXs3Nw"
254,CNN,Tue Sep 11 23:59:42 +0000 2018,55,0.0,0.0,1.0,0.0,"In one suburb of Dakar, Senegal, every week, one person lands a sum of money that is tantamount to a jackpot.

Ther… https://t.co/TXtqk0f3I1"
255,CNN,Tue Sep 11 23:52:11 +0000 2018,56,-0.3182,0.0,0.85,0.15,RT @CNNSitRoom: Americans remember 9/11 and the lives lost 17 years ago https://t.co/LHvQu0Zt7j https://t.co/JnAZHzjDsy
256,CNN,Tue Sep 11 23:51:11 +0000 2018,57,-0.3818,0.0,0.88,0.12,The American Radio Relay League said it sent 7 ham radio kits to South Carolina to assist with emergency communicat… https://t.co/KDW9Umlhhf
257,CNN,Tue Sep 11 23:44:22 +0000 2018,58,-0.2732,0.0,0.9,0.1,Crossing the Atlantic in 3.5 hours? Boom Supersonic aims to reinvent supersonic travel and cut flight times in half… https://t.co/ajyrnMYImk
258,CNN,Tue Sep 11 23:36:03 +0000 2018,59,0.5574,0.217,0.783,0.0,Democrats continue to deluge Supreme Court nominee Brett Kavanaugh with follow-up questions https://t.co/3hjKjddxBM https://t.co/tIbf9V53QD
259,CNN,Tue Sep 11 23:27:24 +0000 2018,60,0.5719,0.203,0.722,0.076,"RT @CNNSitRoom: ""My Republican friends are looking at any opportunity they can find to try to distract all of us from the underlying Muelle…"
260,CNN,Tue Sep 11 23:26:23 +0000 2018,61,0.0,0.0,1.0,0.0,"An eagle swoops in and becomes part of firefighters' 9/11 tribute in Coon Rapids, Minnesota https://t.co/XNVHexKDbX https://t.co/dQgTwccppM"
261,CNN,Tue Sep 11 23:24:10 +0000 2018,62,0.5574,0.159,0.841,0.0,"RT @CNNSitRoom: Rep. Gerry Connolly calls President Trump's praise of his administration's response to Hurricane Maria in Puerto Rico ""mons…"
262,CNN,Tue Sep 11 23:22:43 +0000 2018,63,0.4939,0.144,0.856,0.0,"As Florence barrels toward his state, North Carolina Sen. Richard Burr says he's confident the White House is prepa… https://t.co/GqEi8QYm08"
263,CNN,Tue Sep 11 23:08:14 +0000 2018,64,0.0,0.0,1.0,0.0,This technology is trying to bring high-speed internet to underserved areas https://t.co/4aD5tmTIV9 https://t.co/seJ5p09BTP
264,CNN,Tue Sep 11 23:01:00 +0000 2018,65,0.0,0.0,1.0,0.0,It's the last month to see the mesmerizing glass Chihuly sculptures that are lighting up Biltmore estate… https://t.co/NdBX9qzzfy
265,CNN,Tue Sep 11 22:58:01 +0000 2018,66,0.4404,0.116,0.884,0.0,"RT @CNNSitRoom: If the forecast holds, Hurricane Florence would be the strongest storm to make landfall anywhere on the East Coast since 19…"
266,CNN,Tue Sep 11 22:41:06 +0000 2018,67,-0.4588,0.0,0.833,0.167,"At exactly 8:46 am every September 11, the moment when the first hijacked plane struck struck the Twin Towers in 20… https://t.co/NpaaDA9hSv"
267,CNN,Tue Sep 11 22:31:10 +0000 2018,68,0.0,0.0,1.0,0.0,Members of the European Parliament traded verbal blows with Hungarian Prime Minister Viktor Orban in a debate over… https://t.co/ryJ2TxWppP
268,CNN,Tue Sep 11 22:25:07 +0000 2018,69,0.0,0.0,1.0,0.0,Former tennis star Patrick McEnroe was at the match when Serena Williams clashed with the umpire. He'll be on Full… https://t.co/mKIFdkxpxy
269,CNN,Tue Sep 11 22:21:10 +0000 2018,70,0.0,0.0,1.0,0.0,"Shiny, glittering terminals have become a status symbol in many cities, but these wooden airports in Russia have a… https://t.co/FNahMHC602"
270,CNN,Tue Sep 11 22:11:07 +0000 2018,71,-0.7184,0.0,0.727,0.273,"Imprisoned former Brazilian President Luiz Inacio Lula da Silva has abandoned his party's presidential bid, weeks b… https://t.co/AdI9M4ieEB"
271,CNN,Tue Sep 11 22:11:04 +0000 2018,72,0.3182,0.126,0.874,0.0,"A pharmaceutical exec defended his company's recent 400% drug price increase, telling the Financial Times his compa… https://t.co/zIhRUzMewu"
272,CNN,Tue Sep 11 22:06:11 +0000 2018,73,0.0,0.0,1.0,0.0,Former tennis star Patrick McEnroe was at the match when Serena Williams clashed with the umpire. He'll be on Full… https://t.co/wTwlsveZrf
273,CNN,Tue Sep 11 22:01:08 +0000 2018,74,-0.3182,0.0,0.887,0.113,The Sprint and T-Mobile merger just got hit with a delay. The Federal Communications Commission said it needs more… https://t.co/0DPB1Pa6YI
274,CNN,Tue Sep 11 21:51:05 +0000 2018,75,-0.7003,0.0,0.721,0.279,Sending the DOJ after the anonymous NYT op-ed writer is dangerous nonsense | By @joshscampbell via @CNNOpinion… https://t.co/iYiOEpM985
275,CNN,Tue Sep 11 21:41:06 +0000 2018,76,0.0,0.0,1.0,0.0,Republican congressional candidate Tim Donnelly of California called then-President Barack Obama a secret Muslim an… https://t.co/wvxr0vXZNW
276,CNN,Tue Sep 11 21:31:04 +0000 2018,77,0.3182,0.113,0.887,0.0,"Officials are searching for whoever is responsible for setting up several ""crack pipe"" vending machines in the Long… https://t.co/mRgojgAbjr"
277,CNN,Tue Sep 11 21:27:56 +0000 2018,78,0.0,0.0,1.0,0.0,Watch a train run through Thailand's incredible Folding Umbrella Market https://t.co/ZDl8oIeX5h https://t.co/wZmnq6UIVt
278,CNN,Tue Sep 11 21:26:50 +0000 2018,79,-0.4588,0.0,0.88,0.12,"RT @TheLeadCNN: ""They have a game plan here"" says @HolmesJosh of Don Jr. attacking Mueller: ""The audience is the base across the country th…"
279,CNN,Tue Sep 11 21:21:05 +0000 2018,80,-0.296,0.0,0.855,0.145,"Netflix documentary ""Reversing Roe"" explores the contentious history of Roe v. Wade https://t.co/AlvIQlnHai https://t.co/pOK5U0z0AA"
280,CNN,Tue Sep 11 21:15:27 +0000 2018,81,0.0,0.0,1.0,0.0,RT @CNNPolitics: Trump urges those who may be effected by Hurricane Florence to “get out” of their homes and listen to local authorities: “…
281,CNN,Tue Sep 11 21:13:10 +0000 2018,82,0.2732,0.1,0.9,0.0,"RT @TheLeadCNN: ""There's a certain consoler in chief that politicians, especially President's are called to do,"" says @jaketapper as he wal…"
282,CNN,Tue Sep 11 21:12:13 +0000 2018,83,0.0,0.0,1.0,0.0,"New York tax investigators will meet with former Trump lawyer Michael Cohen’s attorney, despite federal prosecutors… https://t.co/PRIW7vJu2E"
283,CNN,Tue Sep 11 21:03:21 +0000 2018,84,0.0,0.0,1.0,0.0,MIT has developed a system that allows robots to manipulate specific objects that they're “seeing” for the first ti… https://t.co/SAnt5Qs8Gg
284,CNN,Tue Sep 11 20:58:21 +0000 2018,85,-0.0258,0.0,0.956,0.044,"RT @TheLeadCNN: ""It's an unsung inaccuracy to go from 64 to make that kind of leap in the thousands"" says @angela_rye as Trump touts Puerto…"
285,CNN,Tue Sep 11 20:57:41 +0000 2018,86,0.0,0.0,1.0,0.0,Apple is about so much more than just iPhones now https://t.co/vyGDttMKCw https://t.co/DloH1QixbO
286,CNN,Tue Sep 11 20:48:56 +0000 2018,87,-0.5118,0.258,0.364,0.378,"Despite fears rising globally about lone-wolf terrorist attacks inspired by extremists, more sophisticated foreign… https://t.co/cLdVwfhy5m"
287,CNN,Tue Sep 11 20:38:43 +0000 2018,88,-0.7717,0.0,0.717,0.283,Rob Porter and Gary Cohn say Woodward's book is wrong. They just don't say how. | Analysis by @CillizzaCNN… https://t.co/akQkPbF7HC
288,CNN,Tue Sep 11 20:38:19 +0000 2018,89,0.6174,0.21,0.79,0.0,"RT @CNNPolitics: “You shouldn’t be talking about that right now, because it doesn’t matter but I really appreciate their statement. Their s…"
289,CNN,Tue Sep 11 20:37:43 +0000 2018,90,-0.5574,0.0,0.783,0.217,Gary Cohn and Rob Porter push back on the Bob Woodward book https://t.co/yrcrOmFOPt https://t.co/QXcQROs5jB
290,CNN,Tue Sep 11 20:32:34 +0000 2018,91,0.6369,0.154,0.846,0.0,RT @CNNPolitics: Trump says his administrations’ response to Puerto Rico was “one of the best jobs that’s ever been done” when asked what l…
291,CNN,Tue Sep 11 20:27:13 +0000 2018,92,-0.5994,0.0,0.813,0.187,"Despite the massive death toll, President Trump called his administration's response to Hurricane Maria in Puerto R… https://t.co/UMizuxCpZd"
292,CNN,Tue Sep 11 20:17:36 +0000 2018,93,-0.128,0.0,0.927,0.073,"It still remains unclear what exactly Gawker will be in its next iteration, but the once-feared and now-shuttered g… https://t.co/URX6pNjblm"
293,CNN,Tue Sep 11 20:10:07 +0000 2018,94,-0.0258,0.0,0.942,0.058,"RT @TheLeadCNN: President Trump touts his administration's recovery efforts during the Puerto Rico hurricane calling it 'an incredible, uns…"
294,CNN,Tue Sep 11 20:08:44 +0000 2018,95,-0.5574,0.0,0.854,0.146,"Puerto Rico appears to know more than it has let on about who died because of Hurricane Maria, a FEMA official told… https://t.co/SB1B3QFUCJ"
295,CNN,Tue Sep 11 19:49:50 +0000 2018,96,-0.8519,0.0,0.672,0.328,"Besieged by a mounting clergy sexual abuse crisis, Pope Francis plans to meet Thursday at the Vatican with Cardinal… https://t.co/miFoSzQP4n"
296,CNN,Tue Sep 11 19:36:57 +0000 2018,97,0.0,0.0,1.0,0.0,"Donald Trump's ""Red Wave"" just isn't coming | Analysis by @CillizzaCNN https://t.co/1ocJaiSdoB https://t.co/BuxQoDdAcV"
297,CNN,Tue Sep 11 19:20:09 +0000 2018,98,-0.296,0.0,0.896,0.104,"Tennis legend and equal rights advocate Billie Jean King says Serena Williams was ""out of line, there's no question… https://t.co/H0OUtI8AXL"
298,CNN,Tue Sep 11 19:19:19 +0000 2018,99,-0.024,0.094,0.807,0.099,"RT @CNNnewsroom: .@BrookeBCNN: ""It's been 17 years since 9/11 where is Bin Laden's no. 2 man?"" 

@peterbergencnn: ""He's almost certainly in…"
299,CNN,Tue Sep 11 19:15:06 +0000 2018,100,0.2516,0.114,0.813,0.073,"It's going to be a very tough week for travel as Hurricane Florence bears down on the East Coast.

The powerful sto… https://t.co/LxZ4NGPCma"
300,FoxNews,Wed Sep 12 03:00:00 +0000 2018,1,0.0,0.0,1.0,0.0,"Ken Starr: ""I do think impeachment is hell."" @IngrahamAngle https://t.co/2oeoO6Waq5"
301,FoxNews,Wed Sep 12 02:57:15 +0000 2018,2,-0.296,0.0,0.885,0.115,There's now more than 5 million people under hurricane watches and warnings as Hurricane Florence barrels towards t… https://t.co/LTIbKBGP7F
302,FoxNews,Wed Sep 12 02:54:00 +0000 2018,3,0.0,0.0,1.0,0.0,".@NewtGingrich on @BarackObama campaigning for Democrats: ""I think we ought to take him head on."" @IngrahamAngle https://t.co/PHrSdSlV4l"
303,FoxNews,Wed Sep 12 02:49:34 +0000 2018,4,0.5267,0.152,0.848,0.0,".@CBP Deputy Chief Patrol Agent Jason Owens: ""We need a wall, we need infrastructure...and we need the brave men an… https://t.co/aTjgo0MmM1"
